Entity,Code,Year,Cumulative CO₂ emissions by nation (tonnes),Lat,Lon,sealevel(inches)
Pakistan,PAK,2010,3196080000,30.375321,69.345116,8.901574794
Panama,PAN,2010,203127990,8.537981,-80.782127,8.901574794
Papua New Guinea,PNG,2010,108493190,-6.314993,143.95555,8.901574794
Paraguay,PRY,2010,112201570,-23.442503,-58.443832,8.901574794
Peru,PER,2010,1451914340,-9.189967,-75.015152,8.901574794
Philippines,PHL,2010,2250785020,12.879721,121.774017,8.901574794
Poland,POL,2010,24632079720,51.919438,19.145136,8.901574794
Portugal,PRT,2010,2119364900,39.399872,-8.224454,8.901574794
Puerto Rico,PRI,2010,209190,18.220833,-66.590149,8.901574794
Qatar,QAT,2010,1149698250,25.354826,51.183884,8.901574794
Reunion,REU,2010,73515990,-21.115141,55.536384,8.901574794
Romania,ROU,2010,7755852490,45.943161,24.96676,8.901574794
Russia,RUS,2010,88913370000,61.52401,105.318756,8.901574794
Rwanda,RWA,2010,19460000,-1.940278,29.873888,8.901574794
Saint Helena,SHN,2010,240000,-24.143474,-10.030696,8.901574794
Samoa,WSM,2010,4980740,-13.759029,-172.104629,8.901574794
Saudi Arabia,SAU,2010,9762933050,23.885942,45.079162,8.901574794
Senegal,SEN,2010,150335990,14.497401,-14.452362,8.901574794
Serbia,SRB,2010,2082230000,45,20,8.901574794
Seychelles,SYC,2010,11430000,5,55,8.901574794
Singapore,SGP,2010,1558763330,1.352083,103.819836,8.901574794
Slovakia,SVK,2010,2481360000,46.151241,14.995463,8.901574794
Slovenia,SVN,2010,654920000,46.151241,14.995463,8.901574794
Solomon Islands,SLB,2010,5665050,10,160,8.901574794
Somalia,SOM,2010,26632150,2,45,8.901574794
South Africa,ZAF,2010,16540998540,-30.559482,22.937506,8.901574794
South Korea,KOR,2010,11662072930,36,128,8.901574794
South Sudan,SSD,2010,23160000,7,31,8.901574794
Spain,ESP,2010,12271265330,40,4,8.901574794
Sri Lanka,LKA,2010,309278840,8,81,8.901574794
Sudan,SDN,2010,262980230,13,30,8.901574794
Suriname,SUR,2010,90282130,3.9193,56,8.901574794
Swaziland,,2010,26923030,27,31,8.901574794
Sweden,SWE,2010,4550645480,60,19,8.901574794
Switzerland,CHE,2010,2636805000,-26.522503,31.465866,8.901574794
Syria,SYR,2010,1525353740,34.802075,38.996815,8.901574794
Taiwan,TWN,2010,6264923750,23.69781,120.960515,8.901574794
Tajikistan,TJK,2010,257290000,38.861034,71.276093,8.901574794
Tanzania,TZA,2010,144237630,-6.369028,34.888822,8.901574794
Thailand,THA,2010,4910830200,15.870032,100.992541,8.901574794
Timor,TLS,2010,1700000,9,126,8.901574794
Togo,TGO,2010,40843970,8.619543,0.824782,8.901574794
Tonga,TON,2010,3126060,-21.178986,-175.198242,8.901574794
Trinidad and Tobago,TTO,2010,1145414930,10.691803,-61.222503,8.901574794
Tunisia,TUN,2010,626137140,33.886917,9.537499,8.901574794
Turkey,TUR,2010,7027598000,38.963745,35.243322,8.901574794
Turkmenistan,TKM,2010,1699760000,39,60,8.901574794
Turks and Caicos Islands,TCA,2010,1860000,22,72,8.901574794
Tuvalu,TUV,2010,210000,-7.109535,177.64933,8.901574794
Uganda,UGA,2010,61859410,1.373333,32.290275,8.901574794
Ukraine,UKR,2010,24014620000,48.379433,31.16558,8.901574794
United Arab Emirates,ARE,2010,2773430000,23,54,8.901574794
United Kingdom,GBR,2010,73930076380,55,3,8.901574794
United States,USA,2010,3.62E+11,37.09024,-95.712891,8.901574794
Uruguay,URY,2010,303635450,-32.522779,-55.765835,8.901574794
Uzbekistan,UZB,2010,5312560000,41.377491,64.585262,8.901574794
Vanuatu,VUT,2010,3240000,-15.376706,166.959158,8.901574794
Venezuela,VEN,2010,6342382170,6.42375,-66.58973,8.901574794
Vietnam,VNM,2010,2071253870,4.058324,108.277199,8.901574794
Yemen,YEM,2010,465500000,15.552727,48.516388,8.901574794
Yugoslavia,OWID_YGS,2010,0,45,20.4573.,8.901574794
Zambia,ZMB,2010,160500000,-13.133897,27.849332,8.901574794
Zanzibar,OWID_ZAN,2010,242220,-6.136,39.362,8.901574794
Zimbabwe,ZWE,2010,632476480,-19.015438,29.154857,8.901574794
Afghanistan,AFG,2011,112826990,33.93911,67.709953,8.96456692
Albania,ALB,2011,242988160,41.18,19.49,8.96456692
Algeria,DZA,2011,3265560000,28.033886,1.659626,8.96456692
Andorra,AND,2011,10800000,42.31,1.32,8.96456692
Angola,AGO,2011,420304850,-11.202692,17.873887,8.96456692
Anguilla,AIA,2011,2180000,18.213,-63.053,8.96456692
Antigua and Barbuda,ATG,2011,18481380,17.2,61.48,8.96456692
Argentina,ARG,2011,6791631120,36.3,60,8.96456692
Armenia,ARM,2011,238060000,40.069099,45.038189,8.96456692
Aruba,ABW,2011,68420000,12.52111,-69.968338,8.96456692
Australia,AUS,2011,14929243610,-25.274398,133.775136,8.96456692
Austria,AUT,2011,4908223170,47.516231,14.550072,8.96456692
Azerbaijan,AZE,2011,2245580000,40.143105,47.576927,8.96456692
Bahamas,BHS,2011,142687230,25.05,77.3963,8.96456692
Bahrain,BHR,2011,637436720,25.930414,50.637772,8.96456692
Bangladesh,BGD,2011,910650000,23.684994,90.356331,8.96456692
Barbados,BRB,2011,43932650,13.193887,-59.543198,8.96456692
Belarus,BLR,2011,3648420000,53.7098,27.9534,8.96456692
Belgium,BEL,2011,11655964670,50.503887,4.469936,8.96456692
Belize,BLZ,2011,14066900,17.1899,88.498,8.96456692
Benin,BEN,2011,62634780,9.30769,2.315834,8.96456692
Bermuda,BMU,2011,23817500,9.30769,2.315834,8.96456692
Bhutan,BTN,2011,8310000,27.514162,90.433601,8.96456692
Bolivia,BOL,2011,344979750,-16.290154,-63.588653,8.96456692
Bosnia and Herzegovina,BIH,2011,698020000,43.916,17.679,8.96456692
Botswana,BWA,2011,93190000,-22.328,24.685,8.96456692
Brazil,BRA,2011,11370193060,-14.235004,-51.92528,8.96456692
Brunei,BRN,2011,245840000,4.535277,114.727669,8.96456692
Burundi,BDI,2011,8250000,3,30,8.96456692
Cambodia,KHM,2011,65964540,13,105,8.96456692
Cameroon,CMR,2011,154817860,7.369722,12.354722,8.96456692
Canada,CAN,2011,28493774720,56.130366,-106.346771,8.96456692
Cayman Islands,CYM,2011,12414680,19.313,-81.255,8.96456692
Chile,CHL,2011,2181336870,35.86166,104.195397,8.96456692
China,CHN,2011,1.44E+11,35.86166,104.195397,8.96456692
Christmas Island,CXR,2011,1332210,-10.447525,105.690449,8.96456692
Colombia,COL,2011,2626420270,4.570868,-74.297333,8.96456692
Cook Islands,COK,2011,1600000,-21.236736,-159.777671,8.96456692
Costa Rica,CRI,2011,186190910,9.748917,-83.753428,8.96456692
Cote d'Ivoire,CIV,2011,256609120,7.539989,-5.54708,8.96456692
Croatia,HRV,2011,874640000,45.099,15.2,8.96456692
Cuba,CUB,2011,1447354620,21.521757,-77.781167,8.96456692
Cyprus,CYP,2011,227559320,35.126413,33.429859,8.96456692
Czech Republic,CZE,2011,7659740000,49.817492,15.472962,8.96456692
Denmark,DNK,2011,3779590940,56.26392,9.501785,8.96456692
Djibouti,DJI,2011,15042590,11.825138,42.590275,8.96456692
Dominica,DMA,2011,3086700,15.414999,-61.370976,8.96456692
Dominican Republic,DOM,2011,543543340,18.735693,-70.162651,8.96456692
Ecuador,ECU,2011,865267700,-1.831239,-78.183406,8.96456692
Egypt,EGY,2011,4350210640,26.820553,30.802498,8.96456692
Eritrea,ERI,2011,12209730,15.179384,39.782334,8.96456692
Estonia,EST,2011,1037304610,58.595272,25.013607,8.96456692
Ethiopia,ETH,2011,141727020,9.145,40.489673,8.96456692
Faeroe Islands,FRO,2011,24752990,61.892635,-6.911806,8.96456692
Falkland Islands,FLK,2011,4572670,-51.796253,-59.523613,8.96456692
Fiji,FJI,2011,38285980,-16.578193,179.414413,8.96456692
Finland,FIN,2011,2777649010,61.92411,25.748151,8.96456692
France,FRA,2011,35449974570,46.227638,2.213749,8.96456692
French Guiana,GUF,2011,19407440,3.933889,-53.125782,8.96456692
Gabon,GAB,2011,214440000,-0.803689,11.609444,8.96456692
Gambia,GMB,2011,8956800,13.443182,-15.310139,8.96456692
Georgia,GEO,2011,539540000,42.315407,43.356892,8.96456692
Germany,DEU,2011,85792043310,51.166,10.452,8.96456692
Ghana,GHA,2011,233890150,7.946527,-1.023194,8.96456692
Gibraltar,GIB,2011,9881240,36.137741,-5.345374,8.96456692
Greece,GRC,2011,3419809040,39.074208,21.824312,8.96456692
Greenland,GRL,2011,26979820,71.706936,-42.604303,8.96456692
Grenada,GRD,2011,5719090,12.262776,-61.604171,8.96456692
Guadeloupe,GLP,2011,58426660,16.995971,-62.067641,8.96456692
Guatemala,GTM,2011,303718450,15.783471,-90.230759,8.96456692
Guinea,GIN,2011,62595150,9.945587,-9.696645,8.96456692
Guinea-Bissau,GNB,2011,7520740,11.803749,-15.180413,8.96456692
Guyana,GUY,2011,77571850,4.860416,-58.93018,8.96456692
Haiti,HTI,2011,53057660,18.971187,-72.285215,8.96456692
Honduras,HND,2011,173896430,15.199999,-86.241905,8.96456692
Hong Kong,HKG,2011,1233410000,22.396428,114.109497,8.96456692
Hungary,HUN,2011,4595420150,47.162494,19.503304,8.96456692
Iceland,ISL,2011,117730230,53.41291,-8.24389,8.96456692
India,IND,2011,35434144080,20.593684,78.96288,8.96456692
Indonesia,IDN,2011,9402473720,-0.789275,113.921327,8.96456692
Iran,IRN,2011,12886667340,32.427908,53.688046,8.96456692
Iraq,IRQ,2011,2973024150,33.223191,43.679291,8.96456692
Ireland,IRL,2011,1882011520,64.963051,-19.020835,8.96456692
Israel,ISR,2011,1835985740,31.046051,34.851612,8.96456692
Italy,ITA,2011,21455077730,41.87194,12.56738,8.96456692
Jamaica,JAM,2011,378842250,18.109581,-77.297508,8.96456692
Japan,JPN,2011,55055535450,36.204824,138.252924,8.96456692
Jordan,JOR,2011,485187920,30.585164,36.238414,8.96456692
Kazakhstan,KAZ,2011,10840980000,48.1,66.927,8.96456692
Kenya,KEN,2011,331417600,-0.023559,37.906193,8.96456692
Kiribati,KIR,2011,1500000,-3.370417,-168.734039,8.96456692
Kuwait,KWT,2011,2027789030,29.31166,47.481766,8.96456692
Kyrgyzstan,KGZ,2011,434300000,41.20438,74.766098,8.96456692
Laos,LAO,2011,26586530,19.85627,102.495496,8.96456692
Latvia,LVA,2011,572905450,56.879635,24.603189,8.96456692
Lebanon,LBN,2011,515210800,33.854721,35.862285,8.96456692
Lesotho,LSO,2011,41360000,-29.609988,28.233608,8.96456692
Libya,LBY,2011,1640551560,26.3351,17.228331,8.96456692
Liechtenstein,LIE,2011,4690000,47.166,9.555373,8.96456692
Lithuania,LTU,2011,929890000,55.169438,23.881275,8.96456692
Luxembourg,LUX,2011,665622690,49.815273,6.129583,8.96456692
Macao,MAC,2011,43838450,43.750298,7.412841,8.96456692
Macedonia,MKD,2011,515920000,41.608635,21.745275,8.96456692
Madagascar,MDG,2011,65828830,-18.766947,46.869107,8.96456692
Malawi,MWI,2011,36020000,-13.254308,34.301525,8.96456692
Malaysia,MYS,2011,3714630000,4.210484,101.975766,8.96456692
Maldives,MDV,2011,11780000,3.202778,73.22068,8.96456692
Mali,MLI,2011,25100000,17.570692,-3.996166,8.96456692
Malta,MLT,2011,86315330,35.937496,14.375416,8.96456692
Marshall Islands,MHL,2011,1610000,7.131474,171.184478,8.96456692
Martinique,MTQ,2011,63446860,14.641528,-61.024174,8.96456692
Mauritania,MRT,2011,51730000,21.00789,-10.940835,8.96456692
Mauritius,MUS,2011,77569850,-20.348404,57.552152,8.96456692
Mexico,MEX,2011,16009254710,24,103,8.96456692
Middle East,,2011,50520401590,29,43,8.96456692
Moldova,MDA,2011,724320000,47.411631,28.369885,8.96456692
Mongolia,MNG,2011,372615410,46.862496,103.846656,8.96456692
Montenegro,MNE,2011,95200000,42.708678,19.37439,8.96456692
Montserrat,MSR,2011,1270000,16.742498,-62.187366,8.96456692
Morocco,MAR,2011,1224873350,31.791702,-7.09262,8.96456692
Mozambique,MOZ,2011,119951230,-18.665695,35.529562,8.96456692
Myanmar,MMR,2011,393099190,21.913965,95.956223,8.96456692
Namibia,NAM,2011,42500000,-22.95764,18.49041,8.96456692
Nauru,NRU,2011,4330000,-0.522778,166.931503,8.96456692
Nepal,NPL,2011,72187000,28.394857,84.124008,8.96456692
Netherlands,NLD,2011,10346127880,52.132633,5.291266,8.96456692
New Caledonia,NCL,2011,106424730,-20.904305,165.618042,8.96456692
New Zealand,NZL,2011,1565823440,-40.900557,174.885971,8.96456692
Nicaragua,NIC,2011,132524820,12.865416,-85.207229,8.96456692
Niger,NER,2011,31495690,17.607789,8.081666,8.96456692
Nigeria,NGA,2011,2785472640,9.081999,8.675277,8.96456692
Niue,NIU,2011,150000,-19.054445,-169.867233,8.96456692
North Korea,PRK,2011,4718003460,40.4,127.51,8.96456692
Norway,NOR,2011,2319664470,60.472024,8.468946,8.96456692
Oman,OMN,2011,704770000,21.512583,55.923255,8.96456692
Pakistan,PAK,2011,3357900000,30.375321,69.345116,8.96456692
Panama,PAN,2011,213217990,8.537981,-80.782127,8.96456692
Papua New Guinea,PNG,2011,113813190,-6.314993,143.95555,8.96456692
Paraguay,PRY,2011,117521570,-23.442503,-58.443832,8.96456692
Peru,PER,2011,1501504340,-9.189967,-75.015152,8.96456692
Philippines,PHL,2011,2336215020,12.879721,121.774017,8.96456692
Poland,POL,2011,24963779720,51.919438,19.145136,8.96456692
Portugal,PRT,2011,2170834900,39.399872,-8.224454,8.96456692
Puerto Rico,PRI,2011,209190,18.220833,-66.590149,8.96456692
Qatar,QAT,2011,1230068250,25.354826,51.183884,8.96456692
Reunion,REU,2011,77785990,-21.115141,55.536384,8.96456692
Romania,ROU,2011,7844312490,45.943161,24.96676,8.96456692
Russia,RUS,2011,90631370000,61.52401,105.318756,8.96456692
Rwanda,RWA,2011,20120000,-1.940278,29.873888,8.96456692
Saint Helena,SHN,2011,250000,-24.143474,-10.030696,8.96456692
Samoa,WSM,2011,5180740,-13.759029,-172.104629,8.96456692
Saudi Arabia,SAU,2011,10262403050,23.885942,45.079162,8.96456692
Senegal,SEN,2011,158695990,14.497401,-14.452362,8.96456692
Serbia,SRB,2011,2131410000,45,20,8.96456692
Seychelles,SYC,2011,11770000,5,55,8.96456692
Singapore,SGP,2011,1603943330,1.352083,103.819836,8.96456692
Slovakia,SVK,2011,2519170000,46.151241,14.995463,8.96456692
Slovenia,SVN,2011,671270000,46.151241,14.995463,8.96456692
Solomon Islands,SLB,2011,5865050,10,160,8.96456692
Somalia,SOM,2011,27232150,2,45,8.96456692
South Africa,ZAF,2011,17011198540,-30.559482,22.937506,8.96456692
South Korea,KOR,2011,12250992930,36,128,8.96456692
South Sudan,SSD,2011,24460000,7,31,8.96456692
Spain,ESP,2011,12555825330,40,4,8.96456692
Sri Lanka,LKA,2011,324398840,8,81,8.96456692
Sudan,SDN,2011,277320230,13,30,8.96456692
Suriname,SUR,2011,92252130,3.9193,56,8.96456692
Swaziland,,2011,27973030,27,31,8.96456692
Sweden,SWE,2011,4599745480,60,19,8.96456692
Switzerland,CHE,2011,2677795000,-26.522503,31.465866,8.96456692
Syria,SYR,2011,1582213740,34.802075,38.996815,8.96456692
Taiwan,TWN,2011,6533883750,23.69781,120.960515,8.96456692
Tajikistan,TJK,2011,259640000,38.861034,71.276093,8.96456692
Tanzania,TZA,2011,152327630,-6.369028,34.888822,8.96456692
Thailand,THA,2011,5188920200,15.870032,100.992541,8.96456692
Timor,TLS,2011,1950000,9,126,8.96456692
Togo,TGO,2011,43303970,8.619543,0.824782,8.96456692
Tonga,TON,2011,3226060,-21.178986,-175.198242,8.96456692
Trinidad and Tobago,TTO,2011,1192314930,10.691803,-61.222503,8.96456692
Tunisia,TUN,2011,652137140,33.886917,9.537499,8.96456692
Turkey,TUR,2011,7375598000,38.963745,35.243322,8.96456692
Turkmenistan,TKM,2011,1762180000,39,60,8.96456692
Turks and Caicos Islands,TCA,2011,2050000,22,72,8.96456692
Tuvalu,TUV,2011,220000,-7.109535,177.64933,8.96456692
Uganda,UGA,2011,66119410,1.373333,32.290275,8.96456692
Ukraine,UKR,2011,24321590000,48.379433,31.16558,8.96456692
United Arab Emirates,ARE,2011,2938740000,23,54,8.96456692
United Kingdom,GBR,2011,74394836380,55,3,8.96456692
United States,USA,2011,3.67E+11,37.09024,-95.712891,8.96456692
Uruguay,URY,2011,311395450,-32.522779,-55.765835,8.96456692
Uzbekistan,UZB,2011,5426150000,41.377491,64.585262,8.96456692
Vanuatu,VUT,2011,3370000,-15.376706,166.959158,8.96456692
Venezuela,VEN,2011,6519062170,6.42375,-66.58973,8.96456692
Vietnam,VNM,2011,2223303870,4.058324,108.277199,8.96456692
Yemen,YEM,2011,485150000,15.552727,48.516388,8.96456692
Yugoslavia,OWID_YGS,2011,0,45,20.4573.,8.96456692
Zambia,ZMB,2011,163430000,-13.133897,27.849332,8.96456692
Zanzibar,OWID_ZAN,2011,242220,-6.136,39.362,8.96456692
Zimbabwe,ZWE,2011,642036480,-19.015438,29.154857,8.96456692
Afghanistan,AFG,2012,123576990,33.93911,67.709953,9.326771644
Albania,ALB,2012,247898160,41.18,19.49,9.326771644
Algeria,DZA,2012,3395440000,28.033886,1.659626,9.326771644
Andorra,AND,2012,11290000,42.31,1.32,9.326771644
Angola,AGO,2012,453674850,-11.202692,17.873887,9.326771644
Anguilla,AIA,2012,2320000,18.213,-63.053,9.326771644
Antigua and Barbuda,ATG,2012,19001380,17.2,61.48,9.326771644
Argentina,ARG,2012,6983831120,36.3,60,9.326771644
Armenia,ARM,2012,243750000,40.069099,45.038189,9.326771644
Aruba,ABW,2012,69770000,12.52111,-69.968338,9.326771644
Australia,AUS,2012,15336383610,-25.274398,133.775136,9.326771644
Austria,AUT,2012,4975943170,47.516231,14.550072,9.326771644
Azerbaijan,AZE,2012,2281110000,40.143105,47.576927,9.326771644
Bahamas,BHS,2012,144657230,25.05,77.3963,9.326771644
Bahrain,BHR,2012,664086720,25.930414,50.637772,9.326771644
Bangladesh,BGD,2012,978100000,23.684994,90.356331,9.326771644
Barbados,BRB,2012,45402650,13.193887,-59.543198,9.326771644
Belarus,BLR,2012,3709950000,53.7098,27.9534,9.326771644
Belgium,BEL,2012,11757134670,50.503887,4.469936,9.326771644
Belize,BLZ,2012,14546900,17.1899,88.498,9.326771644
Benin,BEN,2012,68104780,9.30769,2.315834,9.326771644
Bermuda,BMU,2012,24297500,9.30769,2.315834,9.326771644
Bhutan,BTN,2012,9130000,27.514162,90.433601,9.326771644
Bolivia,BOL,2012,363759750,-16.290154,-63.588653,9.326771644
Bosnia and Herzegovina,BIH,2012,720260000,43.916,17.679,9.326771644
Botswana,BWA,2012,97420000,-22.328,24.685,9.326771644
Brazil,BRA,2012,11839833060,-14.235004,-51.92528,9.326771644
Brunei,BRN,2012,255500000,4.535277,114.727669,9.326771644
Burundi,BDI,2012,8530000,3,30,9.326771644
Cambodia,KHM,2012,71414540,13,105,9.326771644
Cameroon,CMR,2012,160937860,7.369722,12.354722,9.326771644
Canada,CAN,2012,29059234720,56.130366,-106.346771,9.326771644
Cayman Islands,CYM,2012,12944680,19.313,-81.255,9.326771644
Chile,CHL,2012,2262246870,35.86166,104.195397,9.326771644
China,CHN,2012,1.54E+11,35.86166,104.195397,9.326771644
Christmas Island,CXR,2012,1332210,-10.447525,105.690449,9.326771644
Colombia,COL,2012,2706310270,4.570868,-74.297333,9.326771644
Cook Islands,COK,2012,1670000,-21.236736,-159.777671,9.326771644
Costa Rica,CRI,2012,193950910,9.748917,-83.753428,9.326771644
Cote d'Ivoire,CIV,2012,265899120,7.539989,-5.54708,9.326771644
Croatia,HRV,2012,893810000,45.099,15.2,9.326771644
Cuba,CUB,2012,1483484620,21.521757,-77.781167,9.326771644
Cyprus,CYP,2012,234719320,35.126413,33.429859,9.326771644
Czech Republic,CZE,2012,7770360000,49.817492,15.472962,9.326771644
Denmark,DNK,2012,3819820940,56.26392,9.501785,9.326771644
Djibouti,DJI,2012,15562590,11.825138,42.590275,9.326771644
Dominica,DMA,2012,3226700,15.414999,-61.370976,9.326771644
Dominican Republic,DOM,2012,565643340,18.735693,-70.162651,9.326771644
Ecuador,ECU,2012,903377700,-1.831239,-78.183406,9.326771644
Egypt,EGY,2012,4567100640,26.820553,30.802498,9.326771644
Eritrea,ERI,2012,12869730,15.179384,39.782334,9.326771644
Estonia,EST,2012,1055244610,58.595272,25.013607,9.326771644
Ethiopia,ETH,2012,150287020,9.145,40.489673,9.326771644
Faeroe Islands,FRO,2012,25342990,61.892635,-6.911806,9.326771644
Falkland Islands,FLK,2012,4622670,-51.796253,-59.523613,9.326771644
Fiji,FJI,2012,39345980,-16.578193,179.414413,9.326771644
Finland,FIN,2012,2828759010,61.92411,25.748151,9.326771644
France,FRA,2012,35812344570,46.227638,2.213749,9.326771644
French Guiana,GUF,2012,19997440,3.933889,-53.125782,9.326771644
Gabon,GAB,2012,219540000,-0.803689,11.609444,9.326771644
Gambia,GMB,2012,9406800,13.443182,-15.310139,9.326771644
Georgia,GEO,2012,547970000,42.315407,43.356892,9.326771644
Germany,DEU,2012,86609193310,51.166,10.452,9.326771644
Ghana,GHA,2012,245760150,7.946527,-1.023194,9.326771644
Gibraltar,GIB,2012,10341240,36.137741,-5.345374,9.326771644
Greece,GRC,2012,3511229040,39.074208,21.824312,9.326771644
Greenland,GRL,2012,27549820,71.706936,-42.604303,9.326771644
Grenada,GRD,2012,5989090,12.262776,-61.604171,9.326771644
Guadeloupe,GLP,2012,60966660,16.995971,-62.067641,9.326771644
Guatemala,GTM,2012,315678450,15.783471,-90.230759,9.326771644
Guinea,GIN,2012,65175150,9.945587,-9.696645,9.326771644
Guinea-Bissau,GNB,2012,7770740,11.803749,-15.180413,9.326771644
Guyana,GUY,2012,79561850,4.860416,-58.93018,9.326771644
Haiti,HTI,2012,55367660,18.971187,-72.285215,9.326771644
Honduras,HND,2012,182876430,15.199999,-86.241905,9.326771644
Hong Kong,HKG,2012,1276800000,22.396428,114.109497,9.326771644
Hungary,HUN,2012,4642300150,47.162494,19.503304,9.326771644
Iceland,ISL,2012,121050230,53.41291,-8.24389,9.326771644
India,IND,2012,37450994080,20.593684,78.96288,9.326771644
Indonesia,IDN,2012,10039033720,-0.789275,113.921327,9.326771644
Iran,IRN,2012,13497927340,32.427908,53.688046,9.326771644
Iraq,IRQ,2012,3125624150,33.223191,43.679291,9.326771644
Ireland,IRL,2012,1920151520,64.963051,-19.020835,9.326771644
Israel,ISR,2012,1911455740,31.046051,34.851612,9.326771644
Italy,ITA,2012,21845407730,41.87194,12.56738,9.326771644
Jamaica,JAM,2012,386302250,18.109581,-77.297508,9.326771644
Japan,JPN,2012,56353695450,36.204824,138.252924,9.326771644
Jordan,JOR,2012,509607920,30.585164,36.238414,9.326771644
Kazakhstan,KAZ,2012,11074040000,48.1,66.927,9.326771644
Kenya,KEN,2012,343927600,-0.023559,37.906193,9.326771644
Kiribati,KIR,2012,1560000,-3.370417,-168.734039,9.326771644
Kuwait,KWT,2012,2130039030,29.31166,47.481766,9.326771644
Kyrgyzstan,KGZ,2012,444420000,41.20438,74.766098,9.326771644
Laos,LAO,2012,28286530,19.85627,102.495496,9.326771644
Latvia,LVA,2012,580425450,56.879635,24.603189,9.326771644
Lebanon,LBN,2012,537820800,33.854721,35.862285,9.326771644
Lesotho,LSO,2012,43760000,-29.609988,28.233608,9.326771644
Libya,LBY,2012,1693191560,26.3351,17.228331,9.326771644
Liechtenstein,LIE,2012,4880000,47.166,9.555373,9.326771644
Lithuania,LTU,2012,944020000,55.169438,23.881275,9.326771644
Luxembourg,LUX,2012,676442690,49.815273,6.129583,9.326771644
Macao,MAC,2012,45148450,43.750298,7.412841,9.326771644
Macedonia,MKD,2012,524880000,41.608635,21.745275,9.326771644
Madagascar,MDG,2012,68528830,-18.766947,46.869107,9.326771644
Malawi,MWI,2012,37120000,-13.254308,34.301525,9.326771644
Malaysia,MYS,2012,3933160000,4.210484,101.975766,9.326771644
Maldives,MDV,2012,12890000,3.202778,73.22068,9.326771644
Mali,MLI,2012,26090000,17.570692,-3.996166,9.326771644
Malta,MLT,2012,89135330,35.937496,14.375416,9.326771644
Marshall Islands,MHL,2012,1710000,7.131474,171.184478,9.326771644
Martinique,MTQ,2012,65656860,14.641528,-61.024174,9.326771644
Mauritania,MRT,2012,54380000,21.00789,-10.940835,9.326771644
Mauritius,MUS,2012,81529850,-20.348404,57.552152,9.326771644
Mexico,MEX,2012,16505174710,24,103,9.326771644
Middle East,,2012,53045302870,29,43,9.326771644
Moldova,MDA,2012,729240000,47.411631,28.369885,9.326771644
Mongolia,MNG,2012,398815410,46.862496,103.846656,9.326771644
Montenegro,MNE,2012,97530000,42.708678,19.37439,9.326771644
Montserrat,MSR,2012,1310000,16.742498,-62.187366,9.326771644
Morocco,MAR,2012,1287553350,31.791702,-7.09262,9.326771644
Mozambique,MOZ,2012,123071230,-18.665695,35.529562,9.326771644
Myanmar,MMR,2012,404159190,21.913965,95.956223,9.326771644
Namibia,NAM,2012,45880000,-22.95764,18.49041,9.326771644
Nauru,NRU,2012,4370000,-0.522778,166.931503,9.326771644
Nepal,NPL,2012,78037000,28.394857,84.124008,9.326771644
Netherlands,NLD,2012,10511667880,52.132633,5.291266,9.326771644
New Caledonia,NCL,2012,110054730,-20.904305,165.618042,9.326771644
New Zealand,NZL,2012,1601473440,-40.900557,174.885971,9.326771644
Nicaragua,NIC,2012,137144820,12.865416,-85.207229,9.326771644
Niger,NER,2012,33355690,17.607789,8.081666,9.326771644
Nigeria,NGA,2012,2883892640,9.081999,8.675277,9.326771644
Niue,NIU,2012,160000,-19.054445,-169.867233,9.326771644
North Korea,PRK,2012,4767023460,40.4,127.51,9.326771644
Norway,NOR,2012,2364224470,60.472024,8.468946,9.326771644
Oman,OMN,2012,763880000,21.512583,55.923255,9.326771644
Pakistan,PAK,2012,3521260000,30.375321,69.345116,9.326771644
Panama,PAN,2012,223327990,8.537981,-80.782127,9.326771644
Papua New Guinea,PNG,2012,118883190,-6.314993,143.95555,9.326771644
Paraguay,PRY,2012,122801570,-23.442503,-58.443832,9.326771644
Peru,PER,2012,1556534340,-9.189967,-75.015152,9.326771644
Philippines,PHL,2012,2427345020,12.879721,121.774017,9.326771644
Poland,POL,2012,25288009720,51.919438,19.145136,9.326771644
Portugal,PRT,2012,2220494900,39.399872,-8.224454,9.326771644
Puerto Rico,PRI,2012,209190,18.220833,-66.590149,9.326771644
Qatar,QAT,2012,1324118250,25.354826,51.183884,9.326771644
Reunion,REU,2012,82035990,-21.115141,55.536384,9.326771644
Romania,ROU,2012,7930202490,45.943161,24.96676,9.326771644
Russia,RUS,2012,92359690000,61.52401,105.318756,9.326771644
Rwanda,RWA,2012,20860000,-1.940278,29.873888,9.326771644
Saint Helena,SHN,2012,260000,-24.143474,-10.030696,9.326771644
Samoa,WSM,2012,5380740,-13.759029,-172.104629,9.326771644
Saudi Arabia,SAU,2012,10826783050,23.885942,45.079162,9.326771644
Senegal,SEN,2012,166605990,14.497401,-14.452362,9.326771644
Serbia,SRB,2012,2175440000,45,20,9.326771644
Seychelles,SYC,2012,12210000,5,55,9.326771644
Singapore,SGP,2012,1640283330,1.352083,103.819836,9.326771644
Slovakia,SVK,2012,2555170000,46.151241,14.995463,9.326771644
Slovenia,SVN,2012,687080000,46.151241,14.995463,9.326771644
Solomon Islands,SLB,2012,6065050,10,160,9.326771644
Somalia,SOM,2012,27842150,2,45,9.326771644
South Africa,ZAF,2012,17479588540,-30.559482,22.937506,9.326771644
South Korea,KOR,2012,12834482930,36,128,9.326771644
South Sudan,SSD,2012,25790000,7,31,9.326771644
