Entity,Code,Year,Cumulative CO₂ emissions by nation (tonnes),Lat,Lon,sealevel(inches)
Aruba,ABW,1896,0,12.52111,-69.968338,0.468503937
Australia,AUS,1896,70203430,-25.274398,133.775136,0.468503937
Austria,AUT,1896,460074870,47.516231,14.550072,0.468503937
Azerbaijan,AZE,1896,0,40.143105,47.576927,0.468503937
Bahamas,BHS,1896,0,25.05,77.3963,0.468503937
Bahrain,BHR,1896,0,25.930414,50.637772,0.468503937
Bangladesh,BGD,1896,0,23.684994,90.356331,0.468503937
Barbados,BRB,1896,0,13.193887,-59.543198,0.468503937
Belarus,BLR,1896,0,53.7098,27.9534,0.468503937
Belgium,BEL,1896,1324462630,50.503887,4.469936,0.468503937
Belize,BLZ,1896,0,17.1899,88.498,0.468503937
Benin,BEN,1896,0,9.30769,2.315834,0.468503937
Bermuda,BMU,1896,0,9.30769,2.315834,0.468503937
Bhutan,BTN,1896,0,27.514162,90.433601,0.468503937
Bolivia,BOL,1896,0,-16.290154,-63.588653,0.468503937
Bosnia and Herzegovina,BIH,1896,0,43.916,17.679,0.468503937
Botswana,BWA,1896,0,-22.328,24.685,0.468503937
Brazil,BRA,1896,0,-14.235004,-51.92528,0.468503937
Brunei,BRN,1896,0,4.535277,114.727669,0.468503937
Burundi,BDI,1896,0,3,30,0.468503937
